business_category_id,locale,block,category,subcategory
"1111","en","IT, Marketing, Design & Media","IT Support & Systems Administration","Mobile Solutions"
"1112","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Marketing Strategy"
"1113","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Lead Generation"
"1114","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Paid Search Advertising"
"1115","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Targeted Advertising"
"1116","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Email Marketing"
"1117","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Media Buying"
"1118","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Marketing Analytics"
"1119","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Marketing Automation"
"1120","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Local advertising"
"1121","en","IT, Marketing, Design & Media","Digital Marketing & Advertising","Audit & Consultation"
"1122","en","IT, Marketing, Design & Media","SEO & Local Marketing","SEO Audit"
"1123","en","IT, Marketing, Design & Media","SEO & Local Marketing","Technical SEO"
"1124","en","IT, Marketing, Design & Media","SEO & Local Marketing","Keyword Research"
"1125","en","IT, Marketing, Design & Media","SEO & Local Marketing","On-Page Optimization"
"1126","en","IT, Marketing, Design & Media","SEO & Local Marketing","Link Building"
"1127","en","IT, Marketing, Design & Media","SEO & Local Marketing","Local SEO"
"1128","en","IT, Marketing, Design & Media","SEO & Local Marketing","Google Business Profile"
"1129","en","IT, Marketing, Design & Media","SEO & Local Marketing","E-Commerce SEO"
"1130","en","IT, Marketing, Design & Media","SEO & Local Marketing","SEO Analytics"
"1131","en","IT, Marketing, Design & Media","SEO & Local Marketing","Audit & Consultation"
"1132","en","IT, Marketing, Design & Media","Social Media & Content","Social Media Strategy"
"1133","en","IT, Marketing, Design & Media","Social Media & Content","Instagram"
"1134","en","IT, Marketing, Design & Media","Social Media & Content","Facebook"
"1135","en","IT, Marketing, Design & Media","Social Media & Content","TikTok"
"1136","en","IT, Marketing, Design & Media","Social Media & Content","LinkedIn"
"1137","en","IT, Marketing, Design & Media","Social Media & Content","YouTube"
"1138","en","IT, Marketing, Design & Media","Social Media & Content","Content Creation"
"1139","en","IT, Marketing, Design & Media","Social Media & Content","Community Management"
"1140","en","IT, Marketing, Design & Media","Social Media & Content","Influencer Marketing"
"1141","en","IT, Marketing, Design & Media","Social Media & Content","Social Media Analytics"
"1142","en","IT, Marketing, Design & Media","Design & Branding","Brand Identity"
"1143","en","IT, Marketing, Design & Media","Design & Branding","Logo"
"1144","en","IT, Marketing, Design & Media","Design & Branding","Brand Guidelines"
"1145","en","IT, Marketing, Design & Media","Design & Branding","Graphic Design"
"1146","en","IT, Marketing, Design & Media","Design & Branding","Web Design"
"1147","en","IT, Marketing, Design & Media","Design & Branding","Packaging Design"
"1148","en","IT, Marketing, Design & Media","Design & Branding","Marketing Materials"
"1149","en","IT, Marketing, Design & Media","Design & Branding","Presentations"
"1150","en","IT, Marketing, Design & Media","Design & Branding","UX/UI Design"
"1151","en","IT, Marketing, Design & Media","Design & Branding","Audit & Consultation"
"1152","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Audit & Consultation"
"1153","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Development from Scratch"
"1154","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Enhancement & Modernization"
"1155","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Integration"
"1156","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Technical Support"
"1157","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Outsourcing"
"1158","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Implementation"
"1159","en","IT, Marketing, Design & Media","Photography, Video & Media Production","User Training"
"1160","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Enterprise Solutions"
"1161","en","IT, Marketing, Design & Media","Photography, Video & Media Production","Mobile Solutions"
"1162","en","Hospitality, Education & Personal Services","Hotels & Apartments","Hotels"
"1163","en","Hospitality, Education & Personal Services","Hotels & Apartments","Aparthotels"
"1164","en","Hospitality, Education & Personal Services","Hotels & Apartments","Hostels"
"1165","en","Hospitality, Education & Personal Services","Hotels & Apartments","Guesthouses"
"1166","en","Hospitality, Education & Personal Services","Hotels & Apartments","Short-Term Rentals"
"1167","en","Hospitality, Education & Personal Services","Hotels & Apartments","Business Accommodation"
"1168","en","Hospitality, Education & Personal Services","Hotels & Apartments","Family Accommodation"
"1169","en","Hospitality, Education & Personal Services","Hotels & Apartments","Pet-Friendly Accommodation"
"1170","en","Hospitality, Education & Personal Services","Hotels & Apartments","Conference Services"
"1171","en","Hospitality, Education & Personal Services","Hotels & Apartments","Extended Stay"
"1172","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Air Travel Packages"
"1173","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Bus Tours"
"1174","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Beach Holidays"
"1175","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Ski Tours"
"1176","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Cruises"
"1177","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Business Travel"
"1178","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Family Tours"
"1179","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Custom Tours"
"1180","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Visa Support"
"1181","en","Hospitality, Education & Personal Services","Travel Agencies & Tour Operators","Travel Insurance"
"1182","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","European Cuisine"
"1183","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","Ukrainian Cuisine"
"1184","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","Italian Cuisine"
"1185","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","Asian Cuisine"
"1186","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","American Cuisine"
"1187","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","Mediterranean Cuisine"
"1188","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","Fast Casual"
"1189","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","Family Restaurants"
"1190","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","Banquets"
"1191","en","Hospitality, Education & Personal Services","Restaurants, Cafes & Catering","Food Delivery"
"1192","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Individual Service"
"1193","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Family Services"
"1194","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Group Programs"
"1195","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Corporate Service"
"1196","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Premium Format"
"1197","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Budget Format"
"1198","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Online Booking"
"1199","en","Hospitality, Education & Personal Services","Event & Wedding Planning","On-Site Service"
"1200","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Children's Services"
"1201","en","Hospitality, Education & Personal Services","Event & Wedding Planning","Turnkey Organization"
"1202","en","Hospitality, Education & Personal Services","Education Centers & Language Schools","English Language"
"1203","en","Hospitality, Education & Personal Services","Education Centers & Language Schools","German Language"
"1204","en","Hospitality, Education & Personal Services","Education Centers & Language Schools","Italian Language"
"1205","en","Hospitality, Education & Personal Services","Education Centers & Language Schools","French Language"
"1206","en","Hospitality, Education & Personal Services","Education Centers & Language Schools","Ukrainian Language"
"1207","en","Hospitality, Education & Personal Services","Education Centers & Language Schools","Romanian Language"
"1208","en","Hospitality, Education & Personal Services","Education Centers & Language Schools","IELTS & TOEFL Preparation"
"1209","en","Hospitality, Education & Personal Services","Education Centers & Language Schools","Professional Courses"
